Subject,Filename,Onset,Apex,Offset,AU,Expression type,Objective class
spNO.148,m,1598,1603,1614,1,Micro-expression,V
spNO.3,h,552,556,582,L1+L2,Micro-expression,II
spNO.1,f,1568,1572,1581,4,Micro-expression,III
spNO.42,m,7,7,48,14,Micro-expression,VII
spNO.171,b,138,146,193,14,Micro-expression,VII
spNO.42,i,3547,3555,3581,24,Micro-expression,VII
spNO.184,h,3411,3414,3417,4,Micro-expression,III
spNO.197,h,1813,1820,1830,2+1,Micro-expression,II
spNO.189,d,122,127,130,9,Micro-expression,IV
spNO.201,i,61,64,66,18,Micro-expression,VII
spNO.193,m,23,26,31,4,Micro-expression,III
spNO.153,d,3654,3660,3687,R20,Micro-expression,VI
spNO.208,m,1272,1280,1289,4,Micro-expression,III
spNO.202,j,78,86,111,14,Micro-expression,VII
spNO.8,e,295,301,308,4,Micro-expression,III
spNO.196,c,2331,2336,2359,38,Micro-expression,VII
spNO.40,e,1731,1736,1749,L14,Micro-expression,VII
spNO.210,f,961,967,1005,38,Micro-expression,VII
spNO.181,m,423,428,503,2+1,Micro-expression,II
spNO.10,d,162,164,165,5,Micro-expression,II
spNO.197,d,108,115,128,24,Micro-expression,VII
spNO.197,a,881,888,899,4,Micro-expression,III
spNO.15,l,2979,2986,2992,4,Micro-expression,III
spNO.217,g,739,744,767,7,Micro-expression,VII
spNO.189,m,270,274,340,14+9+4,Micro-expression,VII
spNO.162,b,1056,1060,1067,4,Micro-expression,III
spNO.40,k,286,291,337,14,Micro-expression,VII
spNO.77,f,609,614,621,4,Micro-expression,III
spNO.197,i,1809,1813,1821,5,Micro-expression,II
spNO.204,m,2679,2685,2695,14,Micro-expression,VII
spNO.197,l,662,669,674,5,Micro-expression,II
spNO.144,a,20,27,33,R12,Micro-expression,I
spNO.184,h,3418,3424,3428,4,Micro-expression,III
spNO.4,g,2033,2037,2041,17,Micro-expression,VII
spNO.194,a,561,569,580,17,Micro-expression,VII
spNO.2,d,1101,1107,1129,38,Micro-expression,VII
spNO.209,i,3296,3302,3329,14,Micro-expression,VII
spNO.168,a,4,4,34,14,Micro-expression,VII
spNO.150,f,2131,2137,2146,14,Micro-expression,VII
spNO.208,e,1267,1273,1293,5,Micro-expression,II
spNO.169,k,1782,1790,1816,4+R2,Micro-expression,VII
spNO.189,g,2043,2048,2062,4,Micro-expression,III
spNO.10,f,280,281,285,28,Micro-expression,VII
spNO.189,m,87,91,94,9+4,Micro-expression,IV
spNO.206,m,244,252,260,2,Micro-expression,VII
spNO.144,l,1102,1105,1115,R14,Micro-expression,VII
spNO.215,f,5,5,56,14,Micro-expression,VII
spNO.156,d,204,211,217,38+24+10+9,Micro-expression,VII
spNO.150,a,355,361,373,10+4,Micro-expression,VII
spNO.11,m,2240,2245,2255,14,Micro-expression,VII
spNO.165,f,2154,2160,2313,4,Micro-expression,III
spNO.160,e,341,345,349,4,Micro-expression,III
spNO.160,e,586,592,597,2+1,Micro-expression,II
spNO.145,g,150,156,158,5,Micro-expression,II
spNO.153,j,7,8,113,28+14,Micro-expression,VII
spNO.165,c,447,453,462,17+14,Micro-expression,VII
spNO.143,i,2895,2902,2910,39,Micro-expression,VII
spNO.12,d,116,121,139,14,Micro-expression,VII
spNO.172,f,293,301,319,14,Micro-expression,VII
spNO.208,e,937,947,952,5,Micro-expression,II
spNO.208,c,2334,2341,2349,5,Micro-expression,II
spNO.160,l,1091,1099,1111,2+1,Micro-expression,II
spNO.202,g,393,396,401,4,Micro-expression,III
spNO.13,f,1014,1018,1033,4,Micro-expression,III
spNO.160,f,569,576,586,2+1,Micro-expression,II
spNO.142,i,518,525,532,4,Micro-expression,III
spNO.184,f,5,12,23,22,Micro-expression,VII
spNO.169,l,1424,1429,1487,24,Micro-expression,VII
spNO.12,a,322,327,336,7,Micro-expression,VII
spNO.10,j,1565,1573,1613,R10,Micro-expression,IV
spNO.42,m,1289,1297,1321,4,Micro-expression,III
spNO.189,i,441,449,459,L14,Micro-expression,VII
spNO.11,a,205,207,212,25,Micro-expression,II
spNO.217,b,920,928,945,17,Micro-expression,VII
spNO.183,m,133,137,148,1,Micro-expression,V
spNO.162,i,4177,4184,4192,4,Micro-expression,III
spNO.215,j,1710,1717,1738,4,Micro-expression,III
spNO.171,h,3202,3208,3236,4,Micro-expression,III
spNO.194,m,862,869,880,2+1,Micro-expression,II
spNO.148,k,1998,2005,2058,4,Micro-expression,III
spNO.184,j,1397,1403,1428,4,Micro-expression,III
spNO.206,e,338,346,358,R1+R2,Micro-expression,II
spNO.148,c,801,806,845,4,Micro-expression,III
spNO.142,h,5,13,39,14+24,Micro-expression,VII
spNO.181,c,1467,1470,1476,5,Micro-expression,II
spNO.194,f,331,339,373,14,Micro-expression,VII
spNO.160,d,1497,1501,1505,14,Micro-expression,VII
spNO.77,d,4708,4714,4723,4,Micro-expression,III
spNO.172,b,938,945,978,12,Micro-expression,I
spNO.171,m,8,12,55,14,Micro-expression,VII
spNO.39,k,539,545,570,5,Micro-expression,II
spNO.189,i,461,467,532,14,Micro-expression,VII
spNO.172,k,1898,1903,1908,R10,Micro-expression,IV
spNO.153,k,8,15,47,28+14,Micro-expression,VII
spNO.160,e,2569,2574,2580,4,Micro-expression,III
spNO.157,j,1701,1709,1751,4,Micro-expression,III
spNO.192,d,1291,1299,1352,1,Micro-expression,V
spNO.197,k,1146,1154,1182,24,Micro-expression,VII
spNO.178,j,1184,1188,1192,24,Micro-expression,VII
spNO.148,d,2668,2674,2680,14,Micro-expression,VII
spNO.208,c,1706,1714,1739,4,Micro-expression,III
spNO.216,c,2367,2375,2389,7,Micro-expression,VII
spNO.206,a,10,17,24,1,Micro-expression,V
spNO.150,e,1040,1048,1062,1,Micro-expression,V
spNO.42,i,2461,2468,2532,24,Micro-expression,VII
spNO.156,l,106,109,114,38,Micro-expression,VII
spNO.197,i,1305,1310,1322,5,Micro-expression,II
spNO.169,c,149,156,188,1+2,Micro-expression,II
spNO.171,l,1625,1632,1638,4,Micro-expression,III
spNO.172,k,89,96,108,14,Micro-expression,VII
spNO.3,l,1098,1104,1142,14,Micro-expression,VII
spNO.14,e,2154,2160,2172,L14,Micro-expression,VII
spNO.192,b,889,897,975,4,Micro-expression,III
spNO.150,f,2080,2089,2095,R14,Micro-expression,VII
spNO.152,f,1152,1156,1164,24,Micro-expression,VII
spNO.77,f,542,550,586,15,Micro-expression,V
spNO.189,h,644,647,659,9,Micro-expression,IV
spNO.210,b,5,5,36,B28,Micro-expression,VII
spNO.152,d,2556,2561,2565,4,Micro-expression,III
spNO.152,c,1536,1540,1547,4,Micro-expression,III
spNO.184,c,1296,1300,1318,4,Micro-expression,III
spNO.189,g,990,996,1003,9+10,Micro-expression,VII
spNO.2,b,106,110,149,14,Micro-expression,VII
spNO.210,b,284,292,327,38,Micro-expression,VII
spNO.11,a,26,30,37,4,Micro-expression,III
spNO.17,m,959,966,974,9,Micro-expression,IV
spNO.208,c,278,286,311,4,Micro-expression,III
spNO.207,i,4176,4183,4208,4,Micro-expression,III
spNO.206,e,1133,1138,1142,5,Micro-expression,II
spNO.160,d,542,545,550,17,Micro-expression,VII
spNO.150,j,1728,1731,1743,4,Micro-expression,III
spNO.207,a,303,308,346,4,Micro-expression,III
spNO.190,j,1939,1945,1972,38,Micro-expression,VII
spNO.182,e,2693,2701,2716,17,Micro-expression,VII
spNO.181,k,1288,1296,1313,1,Micro-expression,V
spNO.11,i,797,807,811,12,Micro-expression,I
spNO.184,k,1421,1427,1437,4,Micro-expression,III
spNO.142,j,7,7,42,25+12,Micro-expression,VII
spNO.11,m,1855,1863,1870,R2,Micro-expression,VII
spNO.11,a,413,415,418,25,Micro-expression,II
spNO.160,d,4076,4081,4088,4,Micro-expression,III
spNO.181,l,1312,1321,1323,5,Micro-expression,II
spNO.209,m,63,68,76,24,Micro-expression,VII
spNO.14,a,474,481,688,38,Micro-expression,VII
spNO.1,j,102,105,113,26+25,Micro-expression,II
spNO.184,h,1742,1748,1755,4,Micro-expression,III
spNO.207,c,100,107,143,24+14,Micro-expression,VII
spNO.10,k,735,737,743,L2,Micro-expression,VII
spNO.8,e,5,5,21,14,Micro-expression,VII
spNO.42,m,2058,2063,2076,4,Micro-expression,III
spNO.206,k,1588,1594,1601,1,Micro-expression,V
spNO.8,h,2030,2038,2068,14,Micro-expression,VII
spNO.160,d,3034,3042,3049,24,Micro-expression,VII
spNO.3,h,341,347,374,1,Micro-expression,V
spNO.41,a,879,884,917,4,Micro-expression,III
spNO.189,i,173,181,185,9+4,Micro-expression,IV
spNO.160,d,2952,2958,3007,4,Micro-expression,III
spNO.206,h,95,101,116,R2+R1,Micro-expression,II
spNO.15,j,135,140,181,12,Micro-expression,I
spNO.181,m,876,882,928,2+1,Micro-expression,II
spNO.186,c,337,343,352,22,Micro-expression,VII
spNO.160,i,3770,3776,3788,4,Micro-expression,III
spNO.215,j,668,674,678,4,Micro-expression,III
spNO.14,J,1012,1019,1038,14,Micro-expression,VII
spNO.186,f,448,456,502,1,Micro-expression,V
spNO.215,b,948,951,964,38,Micro-expression,VII
spNO.148,f,1464,1468,1474,4,Micro-expression,III
spNO.9,g,980,987,1046,4,Micro-expression,III
spNO.8,k,1803,1811,1822,T24,Micro-expression,VII
spNO.169,b,819,827,868,L14,Micro-expression,VII
spNO.5,e,1631,1638,1647,7,Micro-expression,VII
spNO.210,e,136,144,189,14+24,Micro-expression,VII
spNO.182,g,88,96,127,1,Micro-expression,V
spNO.156,a,34,38,46,4,Micro-expression,III
spNO.210,a,913,920,935,12,Micro-expression,I
spNO.201,m,381,388,397,2+1,Micro-expression,II
spNO.184,c,466,471,490,24+14,Micro-expression,VII
spNO.203,i,5,5,198,14,Micro-expression,VII
spNO.202,j,570,577,611,14,Micro-expression,VII
spNO.216,a,939,945,966,7,Micro-expression,VII
spNO.10,k,424,429,478,L2,Micro-expression,VII
spNO.160,i,2670,2676,2687,4,Micro-expression,III
spNO.189,g,1719,1727,1779,4,Micro-expression,III
spNO.210,k,1361,1369,1390,14,Micro-expression,VII
spNO.200,b,518,524,533,9,Micro-expression,IV
spNO.166,i,3479,3486,3560,39,Micro-expression,VII
spNO.150,k,341,347,372,38,Micro-expression,VII
spNO.189,h,1196,1204,1222,9,Micro-expression,IV
spNO.142,h,1426,1429,1436,R14,Micro-expression,VII
spNO.188,c,309,317,333,2+1,Micro-expression,II
spNO.152,i,133,140,409,24+14+4,Micro-expression,VII
spNO.42,d,3188,3196,3217,24,Micro-expression,VII
spNO.169,b,91,99,188,R2,Micro-expression,VII
spNO.202,f,45,52,60,16,Micro-expression,VII
spNO.215,j,463,465,478,4,Micro-expression,III
spNO.1,e,96,102,106,R12,Micro-expression,I
spNO.171,h,1890,1897,1915,4,Micro-expression,III
spNO.201,i,50,57,62,16+23+2+1,Micro-expression,VII
spNO.157,b,112,120,132,4,Micro-expression,III
spNO.189,e,2095,2101,2105,9+4,Micro-expression,IV
spNO.147,e,1058,1069,1071,5,Micro-expression,II
spNO.194,m,1954,1957,1971,17+15,Micro-expression,V
spNO.156,d,4680,4687,4694,4,Micro-expression,III
spNO.8,b,128,135,146,16+24,Micro-expression,VII
spNO.13,d,787,792,800,16+24,Micro-expression,VII
spNO.176,d,7,13,41,14,Micro-expression,VII
spNO.11,a,8,15,22,26,Micro-expression,VII
spNO.200,b,226,233,255,2+1,Micro-expression,II
spNO.211,e,5,11,47,14,Micro-expression,VII
spNO.142,f,260,268,282,16+24+14,Micro-expression,VII
spNO.189,k,287,293,297,9+4,Micro-expression,IV
spNO.210,c,3207,3211,3215,9+4,Micro-expression,IV
spNO.171,f,668,674,705,4,Micro-expression,III
spNO.148,d,1899,1902,1909,2+1,Micro-expression,II
spNO.11,i,2740,2748,2758,4+18+9+25,Micro-expression,VII
spNO.208,c,1898,1906,1929,4,Micro-expression,III
spNO.160,e,1531,1537,1543,14,Micro-expression,VII
spNO.203,e,6,6,49,14,Micro-expression,VII
spNO.150,g,734,737,765,2+1,Micro-expression,II
spNO.171,d,2163,2170,2178,4,Micro-expression,III
spNO.189,m,551,559,617,9+4+14,Micro-expression,VII
spNO.214,k,4,7,28,1+2,Micro-expression,II
spNO.7,c,406,414,432,4+10+5,Micro-expression,VII
spNO.200,g,1942,1947,1961,7,Micro-expression,VII
spNO.148,e,881,889,896,4,Micro-expression,III
spNO.197,l,3551,3554,3567,5,Micro-expression,II
spNO.179,d,680,686,707,R2+R1,Micro-expression,II
spNO.4,a,7,7,49,14,Micro-expression,VII
spNO.210,d,2975,2982,3011,14,Micro-expression,VII
spNO.2,c,615,620,656,4,Micro-expression,III
spNO.187,d,1802,1808,1852,4,Micro-expression,III
spNO.5,c,486,494,499,5,Micro-expression,II
spNO.181,m,1322,1326,1438,4,Micro-expression,III
spNO.210,c,2082,2087,2124,14,Micro-expression,VII
spNO.177,d,4170,4180,4183,5,Micro-expression,II
spNO.210,h,1310,1317,1332,14,Micro-expression,VII
spNO.12,g,1666,1672,1695,7,Micro-expression,VII
spNO.216,a,921,926,936,7,Micro-expression,VII
spNO.11,a,234,242,250,14,Micro-expression,VII
spNO.206,g,368,375,385,R1+R2,Micro-expression,II
spNO.142,i,3283,3286,3292,17,Micro-expression,VII
spNO.207,l,474,479,496,4,Micro-expression,III
spNO.160,i,3307,3314,3329,4,Micro-expression,III
spNO.153,d,3484,3491,3534,4,Micro-expression,III
spNO.189,f,1387,1390,1394,9+4,Micro-expression,IV
spNO.194,c,2708,2716,2741,14,Micro-expression,VII
spNO.210,b,218,225,268,14,Micro-expression,VII
spNO.15,j,726,734,763,14,Micro-expression,VII
spNO.186,l,3634,3640,3660,4,Micro-expression,III
spNO.215,d,1330,1337,1381,24,Micro-expression,VII
spNO.215,c,119,127,141,1,Micro-expression,V
spNO.215,d,2996,2999,3016,1+2,Micro-expression,II
spNO.171,d,274,280,304,4,Micro-expression,III
spNO.42,a,215,222,238,1,Micro-expression,V
spNO.42,m,1086,1091,1110,24,Micro-expression,VII
spNO.169,l,3285,3293,3303,14,Micro-expression,VII
spNO.193,f,5,5,186,14,Micro-expression,VII
spNO.171,l,933,941,982,1,Micro-expression,V
spNO.160,e,459,464,469,4,Micro-expression,III
spNO.4,a,547,555,564,17,Micro-expression,VII
spNO.189,f,679,685,695,14+9,Micro-expression,VII
spNO.146,a,530,536,561,24,Micro-expression,VII
spNO.169,c,2297,2305,2319,24,Micro-expression,VII
spNO.2,c,2793,2797,2810,4,Micro-expression,III
spNO.42,d,2843,2850,2868,4,Micro-expression,III
spNO.177,d,7,14,72,14,Micro-expression,VII
spNO.165,f,2090,2095,2102,17,Micro-expression,VII
spNO.171,c,810,815,835,4,Micro-expression,III
spNO.190,k,2187,2195,2203,38,Micro-expression,VII
spNO.215,f,1692,1699,1706,24,Micro-expression,VII
spNO.3,d,88,93,113,1+2,Micro-expression,II
spNO.207,l,3698,3706,3726,4,Micro-expression,III
spNO.213,k,2462,2467,2495,1,Micro-expression,V
spNO.181,i,3276,3281,3335,2+1,Micro-expression,II
spNO.171,m,677,685,723,1,Micro-expression,V
spNO.207,l,2028,2035,2068,R14,Micro-expression,VII
spNO.160,d,974,979,988,4,Micro-expression,III
spNO.169,d,3115,3122,3165,R2,Micro-expression,VII
spNO.160,e,2093,2101,2113,18,Micro-expression,VII
spNO.150,j,714,722,735,R2+R1,Micro-expression,II
spNO.154,i,1336,1342,1366,7+4,Micro-expression,III
spNO.169,a,8,8,61,R2,Micro-expression,VII
spNO.198,f,54,62,72,2+1,Micro-expression,II
spNO.212,i,556,564,587,1+2,Micro-expression,II
spNO.77,i,7,7,35,14,Micro-expression,VII
spNO.148,m,337,343,359,4,Micro-expression,III
spNO.216,j,1,1,84,12,Micro-expression,I
spNO.189,j,32,35,38,9,Micro-expression,IV
spNO.215,f,127,135,151,1,Micro-expression,V
spNO.148,c,1665,1672,1890,4,Micro-expression,III
spNO.149,m,1318,1325,1337,25+18,Micro-expression,VII
spNO.11,l,2733,2743,2746,16,Micro-expression,VII
spNO.144,l,1293,1299,1325,14,Micro-expression,VII
spNO.194,g,288,295,303,17,Micro-expression,VII
spNO.146,d,1607,1615,1638,L12,Micro-expression,I
spNO.203,h,2161,2169,2196,17,Micro-expression,VII
spNO.148,f,798,802,807,1,Micro-expression,V
spNO.189,f,1395,1403,1423,14,Micro-expression,VII
spNO.158,h,288,296,304,4,Micro-expression,III
spNO.208,f,1744,1751,1764,4,Micro-expression,III
spNO.175,g,329,335,355,2+1+7,Micro-expression,VII
spNO.153,m,422,430,445,4,Micro-expression,III
spNO.160,e,1749,1752,1758,4,Micro-expression,III
spNO.203,d,7,7,195,14,Micro-expression,VII
spNO.12,j,31,38,46,4,Micro-expression,III
spNO.3,h,1172,1179,1198,L1+L2,Micro-expression,II
spNO.179,l,1071,1077,1093,R2+R1,Micro-expression,II
spNO.206,e,625,633,642,1+2,Micro-expression,II
spNO.10,i,2864,2868,2874,14,Micro-expression,VII
spNO.196,i,389,393,402,4,Micro-expression,III
spNO.215,k,7,7,42,14,Micro-expression,VII
spNO.189,e,1194,1202,1239,14+9+4,Micro-expression,VII
spNO.172,f,1933,1935,1941,R12,Micro-expression,I
spNO.160,i,3985,3990,3997,4,Micro-expression,III
spNO.194,m,1920,1927,1946,17+14,Micro-expression,VII
spNO.207,j,24,30,48,4,Micro-expression,III
spNO.189,h,2441,2444,2448,9,Micro-expression,IV
spNO.149,i,1826,1832,1833,24,Micro-expression,VII
spNO.212,b,923,930,957,L14,Micro-expression,VII
spNO.165,a,728,736,790,17,Micro-expression,VII
spNO.143,l,5,5,30,14,Micro-expression,VII
spNO.1,e,62,68,96,R12,Micro-expression,I
spNO.215,e,2058,2065,2078,1,Micro-expression,V
spNO.148,d,4738,4741,4770,1,Micro-expression,V
spNO.42,j,1778,1782,1795,4,Micro-expression,III
spNO.144,h,553,560,601,4,Micro-expression,III
spNO.156,d,1117,1122,1132,2+1,Micro-expression,II
spNO.153,d,2152,2159,2191,R20,Micro-expression,VI
spNO.217,l,164,172,200,7,Micro-expression,VII
spNO.1,j,28,33,49,24,Micro-expression,VII
spNO.144,d,2384,2390,2414,21,Micro-expression,VII
spNO.148,b,287,290,295,4,Micro-expression,III
spNO.215,i,549,556,576,1,Micro-expression,V
spNO.181,g,958,966,1020,4,Micro-expression,III
spNO.148,c,629,637,662,4,Micro-expression,III
spNO.39,a,179,184,201,5,Micro-expression,II
spNO.171,e,2825,2827,2856,6,Micro-expression,I
spNO.184,j,1917,1925,1976,4,Micro-expression,III
spNO.192,j,1522,1530,1555,14,Micro-expression,VII
spNO.162,c,3059,3067,3077,4,Micro-expression,III
spNO.160,i,1642,1649,1685,14,Micro-expression,VII
spNO.10,l,1,3,8,25,Micro-expression,II
spNO.197,d,1686,1692,1745,2+1,Micro-expression,II
spNO.215,e,446,448,453,9+6,Micro-expression,VII
spNO.189,g,911,915,920,9+4,Micro-expression,IV
spNO.170,m,2593,2601,2641,14,Micro-expression,VII
spNO.13,j,598,604,611,4,Micro-expression,III
spNO.155,h,1984,1992,2009,14,Micro-expression,VII
spNO.159,k,2462,2468,2482,2+1,Micro-expression,II
spNO.171,m,2213,2221,2256,L14,Micro-expression,VII
spNO.40,b,7,7,47,14,Micro-expression,VII
spNO.188,m,1052,1057,1076,4,Micro-expression,III
spNO.172,h,840,847,862,L14,Micro-expression,VII
spNO.190,d,3629,3636,3659,38,Micro-expression,VII
spNO.150,j,747,753,760,4,Micro-expression,III
spNO.4,k,92,100,291,4,Micro-expression,III
spNO.40,e,1683,1690,1703,L14,Micro-expression,VII
spNO.171,h,2941,2948,2963,4,Micro-expression,III
spNO.211,h,1,1,68,14,Micro-expression,VII
spNO.208,c,1971,1979,1994,4,Micro-expression,III
spNO.189,m,387,391,394,4,Micro-expression,III
spNO.147,f,1473,1477,1504,5,Micro-expression,II
spNO.210,h,2079,2086,2155,14,Micro-expression,VII
spNO.181,d,22,30,36,R2,Micro-expression,VII
spNO.169,i,1088,1093,1104,24,Micro-expression,VII
spNO.189,k,25,31,35,9,Micro-expression,IV
spNO.201,e,1900,1905,1911,2+1,Micro-expression,II
spNO.11,f,13,13,40,2+1,Micro-expression,II
spNO.162,i,3898,3900,3932,14,Micro-expression,VII
spNO.160,i,3733,3741,3756,4,Micro-expression,III
spNO.187,i,3994,3998,4015,4,Micro-expression,III
spNO.193,e,183,187,191,4,Micro-expression,III
spNO.186,l,3677,3683,3699,4,Micro-expression,III
spNO.148,b,811,815,820,4,Micro-expression,III
spNO.193,e,92,93,98,4,Micro-expression,III
spNO.160,h,1575,1583,1594,4,Micro-expression,III
spNO.17,m,1128,1136,1140,24+9+4,Micro-expression,VII
spNO.162,i,4008,4010,4016,4,Micro-expression,III
spNO.160,j,1623,1627,1634,4,Micro-expression,III
spNO.189,j,780,785,809,14,Micro-expression,VII
spNO.160,c,3216,3224,3258,4,Micro-expression,III
spNO.171,g,1882,1886,1892,4,Micro-expression,III
spNO.189,f,144,150,208,9+4+14,Micro-expression,VII
spNO.40,c,8,8,45,14+24,Micro-expression,VII
spNO.193,a,583,587,592,4,Micro-expression,III
spNO.208,c,1830,1838,1854,4+R12,Micro-expression,VII
spNO.202,k,7,7,96,14,Micro-expression,VII
spNO.160,f,2218,2222,2234,4,Micro-expression,III
spNO.193,a,8,8,130,14,Micro-expression,VII
spNO.189,i,5,5,16,14+9+4,Micro-expression,VII
spNO.210,a,62,69,78,12,Micro-expression,I
spNO.77,k,7,7,56,14,Micro-expression,VII
spNO.206,h,336,339,343,1,Micro-expression,V
spNO.181,d,2376,2383,2390,5,Micro-expression,II
spNO.210,i,1,5,26,14,Micro-expression,VII
spNO.145,j,1304,1311,1325,L14,Micro-expression,VII
spNO.42,c,3311,3319,3338,4,Micro-expression,III
spNO.215,l,1613,1618,1637,4,Micro-expression,III
spNO.189,m,134,137,149,9+4,Micro-expression,IV
spNO.201,c,1698,1703,1722,2+1,Micro-expression,II
spNO.201,c,7,7,23,2+1+5,Micro-expression,VII
spNO.189,l,218,221,225,9,Micro-expression,IV
spNO.144,g,422,426,433,9,Micro-expression,IV
spNO.202,e,7,7,487,14,Micro-expression,VII
spNO.144,d,4414,4417,4425,5,Micro-expression,II
spNO.196,i,643,647,662,4,Micro-expression,III
spNO.206,l,1630,1638,1669,2+1,Micro-expression,II
spNO.160,c,2054,2061,2070,4,Micro-expression,III
spNO.215,b,5,5,37,1+14,Micro-expression,VII
spNO.204,a,606,612,635,4,Micro-expression,III
spNO.169,c,4,4,73,4,Micro-expression,III
spNO.207,d,565,573,633,38,Micro-expression,VII
spNO.195,k,1377,1383,1398,24,Micro-expression,VII
spNO.3,e,1353,1360,1371,24,Micro-expression,VII
spNO.214,j,1239,1242,1298,14,Micro-expression,VII
spNO.3,l,2693,2697,2727,14,Micro-expression,VII
spNO.160,d,1199,1203,1208,2+1,Micro-expression,II
spNO.195,k,7,7,242,14,Micro-expression,VII
spNO.8,l,2147,2152,2162,14,Micro-expression,VII
spNO.201,m,1174,1178,1205,4,Micro-expression,III
spNO.9,g,234,237,251,4,Micro-expression,III
spNO.10,k,2067,2069,2072,L2,Micro-expression,VII
spNO.174,e,442,450,469,10+4,Micro-expression,VII
spNO.197,k,543,548,566,24,Micro-expression,VII
spNO.189,h,77,85,95,T18,Micro-expression,VII
spNO.160,k,2754,2760,2774,15,Micro-expression,V
spNO.142,i,1308,1314,1333,14,Micro-expression,VII
spNO.197,l,933,942,948,5,Micro-expression,II
spNO.156,b,98,103,110,38,Micro-expression,VII
spNO.208,m,608,616,641,4,Micro-expression,III
spNO.157,l,2536,2542,2551,2+1,Micro-expression,II
spNO.206,d,2056,2063,2086,1+2,Micro-expression,II
spNO.215,a,84,89,110,1,Micro-expression,V
spNO.180,h,1794,1802,1843,2+1,Micro-expression,II
spNO.13,l,2096,2099,2107,24,Micro-expression,VII
spNO.187,c,2541,2549,2575,B23,Micro-expression,III
spNO.180,b,78,84,94,4,Micro-expression,III
spNO.160,f,1833,1841,1872,2+1,Micro-expression,II
spNO.189,d,101,104,107,9+4,Micro-expression,IV
spNO.150,f,2035,2042,2049,L14,Micro-expression,VII
spNO.6,c,246,249,252,L9,Micro-expression,IV
spNO.171,d,48,56,63,4,Micro-expression,III
spNO.206,h,75,79,90,R2+R1,Micro-expression,II
spNO.206,a,117,124,146,1+2,Micro-expression,II
spNO.3,k,1973,1980,2024,L2+L1,Micro-expression,II
spNO.166,b,68,74,326,2+1,Micro-expression,II
spNO.6,f,191,195,219,15,Micro-expression,V
spNO.171,g,1604,1612,1653,1,Micro-expression,V
spNO.194,m,382,389,410,2+1,Micro-expression,II
spNO.165,j,78,86,116,4,Micro-expression,III
spNO.200,m,101,109,150,2+1+14,Micro-expression,VII
spNO.150,c,1985,1987,1995,1,Micro-expression,V
spNO.148,a,403,411,435,4,Micro-expression,III
spNO.42,d,3555,3561,3589,1,Micro-expression,V
spNO.177,k,1333,1341,1369,10,Micro-expression,IV
spNO.167,j,418,422,437,2+1,Micro-expression,II
spNO.142,i,1462,1469,1488,4,Micro-expression,III
spNO.207,j,416,421,453,R2+R1,Micro-expression,II
spNO.8,e,1035,1040,1098,14,Micro-expression,VII
spNO.148,i,133,139,147,2+1,Micro-expression,II
spNO.215,b,101,106,120,1,Micro-expression,V
spNO.3,f,94,99,110,14,Micro-expression,VII
spNO.207,h,1843,1850,1955,R14,Micro-expression,VII
spNO.204,j,500,503,516,5,Micro-expression,II
spNO.11,d,1982,1986,1990,L2,Micro-expression,VII
spNO.148,b,560,568,585,4,Micro-expression,III
spNO.215,d,1925,1932,1957,24,Micro-expression,VII
spNO.5,e,1923,1927,1935,7,Micro-expression,VII
spNO.155,d,5,12,136,14,Micro-expression,VII
spNO.11,m,1602,1609,1621,R14,Micro-expression,VII
